"","x"
"vWU4I-1g-Cf9w-aWeNCuRw",0.0370581923557626
"uDoTFFud2mXE3VT1Jt9L5A",0.0370107545411537
"5xk2-s_QsnHZxycl5yQ4Gg",0.0369056754821678
"wGABZiLIWvEPIFQUO9cTvw",0.0368891815427951
"P2pcwETgQ_adKXyso-SJ5g",0.0367152502146634
"t-L8pjvnmd-fzeeHQXMcRg",0.0367091993259715
"5isIr6INaMBDnB69aoBJcQ",0.0365300597557589
"Ir2mw-tp-80rlwAMxxO_VA",0.0359855247515514
"awgH-AOkuEX22F9ObdVHIA",0.0357578955760217
"y10TI41b1fNeyjCmxmORwg",0.0354684782290822
"S1Q57E4J2cmQc9AQqrhbhg",0.0353342672389379
"d_1PFWXfyimKrwvMwG3pJg",0.0349875225213288
"ZKkI1U5TkAEkvaEjzgBVdw",0.0349517475037793
"Y_OeiGhTm6ZEfZ1UQgM_wA",0.0348324342205165
"xJX0u3s9AJOUBDpXkt1zMQ",0.0347264783739662
"i-tKO0n-1Tq6sTFUrhg9-Q",0.0347019600023167
"6ZtftjQ18WUN3-IW_yA3tQ",0.034678018190553
"MoW8sRQFS5ShuujEcfATzQ",0.0346640086362138
"ye9yRRLNn43VqMo4Rhstkg",0.0344863223018233
"rT-iPtIXMKj3dTcl87lbOw",0.0344052141489613
"3eCcG2anbC12_1wPxFO8xw",0.034387842525535
"nuCgH96Tfe6CFXznvmKdhA",0.0343606897346043
"stKD-HqTxDMylPonFyVdWA",0.034176203353288
"-6ozQS5Mc6xDyGFNLNh7ZA",0.0341659903160104
"pUy7SeNQwyZjDtnfL4hFeA",0.0338840765290431
"Ji5c-g0GkxRHmBUDAaWzoQ",0.0335022762256177
"DReLu6HuFOm4p-jYZpgQkw",0.0334325442897278
"ta0sLqkG-cNbXZpA358YeQ",0.0332609754791838
"XX6owhRHtgO0957RSmRYgQ",0.0331061588433933
"RguKChB4sdPwYA_1_S6JMg",0.0330084424069398
"CkZGGAx9Atvcmchkh7DLrg",0.0329223840404604
"cibtubYc6gd8T6Y-nPPByw",0.0328736407261046
"TvLh1fGA_eN7z3-UIPFDXw",0.0327677289994095
"1Um4m8FKQHyDFXEbHxmZuA",0.0326067714000435
"4z60nK3meSf0w0gYhH2CuA",0.0319507081782008
"4bAKfxF3cXWPCCzqjJTA7A",0.0317274460735462
"DO3XP1OOGqaGycUcSdtZ6w",0.0316433081294584
"yzUjuBvj9hDWLN0ZIUYobQ",0.0313411550680158
"ZEFXwwoq545HXk32_OnLBw",0.0313203484313594
"hJLAPn1w4bGniRR-kdyI-w",0.0313203409833287
"3WZirVpghhNWTa4N2HU-xQ",0.031237405566704
"oQOo1rebP4bieLEEoVHbQg",0.0309193678226968
"jT_jo5c1rBcg6mpytIEWSQ",0.0306352912469849
"kdwL1gR2U0izpYR_QDXeQg",0.0305352940249169
"hP6fpujKsFWD5N__KZA4Iw",0.0304859298075281
"qt0Bh6qo2-zxMyFXExyt4g",0.0304326412390985
"FTDaFgBzkJBAChfT7OIuUA",0.0303348625947151
"Ms8ahuHgzlnuUjFD2znGpg",0.0302019034529297
"x98vOAFB3nBZEirsHwVY3g",0.0300121762070981
"ub0UsaBwSTyy-HuVWLUIsg",0.0299050985557129
"zN1pDCfcvti11jinX7ahVw",0.0297615338101364
"t66ThF12XJVpGpnnem-GqQ",0.0296420215432348
"0AOXM-nZqXro6LAT4EKqpw",0.0295598588594747
"kz_-Z9x1ffigBckrhrYpKw",0.0294234317614405
"pT5Ypm8isz6bn4esMIspPQ",0.0293874213512082
"9IYAuWhSUjM0Cj3DgH6D-w",0.0293372766734592
"i7ZlevDwvfzGcwe4n159vA",0.0287858790423451
"yy7m3Fvuq_RWsOOst4RDUg",0.0287410638775287
"9fcSfDo_U0q0u2DuOo7FgQ",0.0286791767065716
"8Q_xQUTC1ZrBwWOlv7yCOg",0.0286372846560106
"DMFYOSGcCliMFb_FAwQnDA",0.0285144465846861
"U8v3YCzXllGS2ZBrLOr_rw",0.0284537412316266
"cRkvp9Pzcpd1ROEB9MRTbg",0.0283694937743829
"a01hFcJmzxnfaxIUpAWIjw",0.0282479359394423
"4OHAM_ZVrD4xsQL7dJKy6Q",0.0281904891890088
"mQhB93IFv2QM4fRQFJmSvA",0.0281319979079198
"3BLfy6cbqF_tZt69HjXD9w",0.0281319467258897
"peHhnbMH7ZwlSA5pCYDstA",0.0281172453934445
"hBscDTusN57Ai0SnkQK8Sg",0.0280615352862982
"gV9IOJ2YFSfTvg_IRjyHAg",0.0280135251904802
"u8LsKcXXnPMpQqrykr_apQ",0.0277865479800924
"jXgJIARO9T6R8mkWxqXUIg",0.0277715546982195
"f44BsrI_KRP7uAIOoj98uw",0.027467203876388
"0Vczk_zvQgsUGTrnBzfIZg",0.0272559487290623
"UCzhVondIgHreI1ZbqWIsw",0.0268787224470509
"atyhHJJbB0c29wTrkIIIxA",0.0268432694778661
"mFKth0ZgYFvj8srrW1Xv2g",0.0266066937304335
"Z0fLf1PQ1-KuF2Bb2vG-Aw",0.0266012616213606
"ExaVbfbM2en7MCCI1_qYnw",0.0265953306476221
"BqB7P_2SkevtNbWoIY5kCw",0.0265045349493642
"JYcUBXur4J_gNdeSHd4njA",0.0263811250005433
"hK6Jjs8TsEGNS8wonQFzNA",0.0263247892873229
"J4rHIg3Ddd0oXPVrzPN-wA",0.0261477373982432
"wBphITYkmX7OFQ-QLTX9lA",0.0259898652850775
"0p-JqQ3DOXC90ad563C1FQ",0.0259288086493696
"rd3PEVYGnW3BOzC4z5oLKQ",0.0259072309625854
"Zj30w70HgNoxtAyUJuNe9w",0.0258603659715994
"avmPDHiZlkXqoX6Wk0qbBQ",0.0258182950464103
"4xqEcCOJ4eEiedUZPE3_xw",0.0257866297017923
"JbotgsWgGXqJexXd6zB3Vg",0.0257699787055064
"Em_hb1jgu0bJTU0Ly0awfg",0.0256512627013756
"slndywABScVDVUZYBS56lQ",0.025601612349853
"cPBjZEouopniZq328UmOaA",0.0254745956974446
"v3ckvfQuLlwkdghtEUqizQ",0.0254674451686138
"CFHGxlIXeVFWlCptBHgOeg",0.0254024786547794
"I9uTrp3a4qKb822RiBF2Rw",0.025368499327593
"UTt11gZCgDL6F9IVyQDejQ",0.0253616361577533
"3ornwb5L2Cy-DKeR6xbpdw",0.025232151271076
"q5kF1NoeT0OFFJi2L6IQow",0.0248336610090452
"5RehzFaXjuUPgLCUs6gEpQ",0.0247008500708897
"8xNXoIg5ZxmpCjFDM8PIWw",0.0244632941490423
"c8G5lj5pAv9KEwz0piZjNQ",0.0242540708918091
"2e_5zPhPa7NPCZtJha1yJg",0.0240603324947922
"XpNxXmqBKZE5ZHaI-ZgAmw",0.0240322363867857
"v7TjQ1_RPEF26vy8rc41Lg",0.0238737683246345
"Uq9HDxWQLV3O0K6Rrlk64Q",0.0237274171449415
"dGU0ilZq3VhfIo9icKFpLw",0.0236885057887605
"cpxwd_iFG3Oh1LUMJn0rOQ",0.0235845466321866
"H8rjGKW1ytYadJj0C2dkjg",0.0235599226106668
"yX-EnpnvPFjz9J-eCT9-2g",0.0234433689094426
"EzwMgcoSFJsp_BlNfbCFqw",0.0233877420073248
"2uJNnNYUv23qcnpBg4Wy5A",0.0233099663849913
"oqL1hS934CyZc3msupQNRA",0.0232460798060346
"-1JzlIdItrARuq2JW63rKA",0.023232648700224
"skZlWeK3P63VtlXXAcQ9KA",0.0231361713968377
"2pjLeLgjPJYelEiuWFYB-g",0.023113480458494
"L-eohqlSFT2eWxR8JLY0Og",0.0231114511263382
"LLlUCgqdw6kbvV4Cvgq90w",0.0229594271581349
"8juhra3Et-cNjH3KH4jFsg",0.0229404676532708
"iTjwgc3rHS5k3GptqIp2Uw",0.0229344668690933
"Wqzx76XjqUFN8Ow3zX0cZA",0.0228694716402232
"EOAhMhBXmhuscZXPmyAy4A",0.0225802094199865
"WGcY8_1NjbEdg57qgB8BEA",0.0225758836507118
"68-awbel3nSkmOfkGFxbIQ",0.0225616945899576
"wA1P0SK0LjRwPy8JBCR8mw",0.0224322464779146
"OopcnYw8obDsJc_do6vZOQ",0.0222452301276187
"-fQ_iOKl9wIYwQtkwc7JJQ",0.0221474034328342
"tqAqL9B0OsiWAeh6XVFewA",0.0221411593812613
"NswJRDwk7DyJFgjEWDAd9A",0.0220770380579552
"yumgsa9m02CACzq0dHZP7Q",0.0219950378884358
"qam5QKFE2a8MQBkxznrr3w",0.0219047872515269
"EIysqQxj2eFxQc3RNZ6slA",0.0218773273787013
"oYo5e7TUAYGRdx_0rjohww",0.0218690694347369
"XcECGsRXDT9kgbrdP6k1uQ",0.0218277803951642
"HRr72Nty5HsLaAWPARLslQ",0.0217480232180128
"Pu1eLP0H-ZCuBikO03KTNg",0.0217205638681887
"aqpKYPR1wbK2tIdNN04pmg",0.0216082787888667
"WkD7OrSIHLzgOQo9wQHu-A",0.0215658684363921
"nCv2hQH-j7zEMIU1fPqvlA",0.0215651057240578
"q7pDI7IcXc0_EBytJ-Lndg",0.0215087177019707
"atC08JSxcbm9HzU8eOLuZg",0.0214768623054668
"ANM1_9wIgMzKIP3Hmnyulw",0.021411129985917
"IKUVWL75eSoC71G2fBphmA",0.0212053205238542
"YMQaDtEceBPFW_C992CXSw",0.0211074840817477
"TLrX4FECQDFz-E45TI_9ow",0.0210612254155984
"595LJOiLuwQZ_xk8llJpyA",0.0208654770138608
"CxGK5_GoIhG9798zYPsvfA",0.0208417882583561
"oD3Q7FwwBgUg_rKUFUnmiQ",0.0206691647320359
"dhAzUmAFI0KY3L--hXwMhQ",0.0206585409403346
"2qkXCZLumfhvHt2gKluIlA",0.0206344333524449
"qZjAbsrSdu8TiHZXOFAGAg",0.0206171595475249
"376PDtBpGi74Os08TvCkhg",0.0206004279409155
"USdRzNk14UdjZWFgBJb0wA",0.0205522139405373
"MV-i4L90OgXO5fFIfT4hQA",0.0204197666376185
"tMjTbuopXTGRlFefEkJriQ",0.0203856410061616
"nhEkFy7LrIZuIXZJCxl8Zw",0.0202999521178687
"TMrGMeFnkPBTu36O_U24fw",0.0201912413005594
"0NeXPGy3_N9T4IeHde7iGQ",0.0201583729861126
"EiDgsniLJ_g-BsoHCiG_uA",0.0200221172914797
"UXvKNmbtAYAKTNPDzQ627g",0.0199735326592665
"w107r4s1U9zAWuYr7Dutww",0.0199575977820143
"vFOgPc3Ib5wzejPhGqxM4Q",0.0199174691437883
"43WsbaQ0-yr72YfqwQAC0g",0.0198773938318667
"diWRbxTqoQwYIXkzipjcJQ",0.0197577771644352
"LT0AgHTpDifuHSXgyLmJwg",0.0197423469645554
"RcougGyfkKn7_qcJ4TJm3g",0.0196878758993843
"5pEjak7h4e0lbZpMMyh2fg",0.0195961074328878
"d0j_HjzUYFVuCHNuBPF6DA",0.0192840527717646
"WJJFtykb2VAlKAkwsKhy7Q",0.0192695192523154
"auY20UqUcNCA3NovX8NnOQ",0.0192405932914347
"kgqurNLSpCmHqpprJOk-Tw",0.0192376085309485
"4zr5_OOjwTdOEE7d_181RA",0.0191604146701021
"GSlRsGx7w6mdBuJSizoL8g",0.019115716370737
"JAlSA6XsscWZEL70JdgFYA",0.0190936432955136
"_4_Qn9WZVwofeaqjgQG2Zw",0.0189250233558358
"uQ1A9spWBHXOQhSF7y3Nyw",0.0188433943193052
"WBfJ4HBd-uCM1_0PdDfsDA",0.0188344905136767
"azn6ATfBilcbLltriyMx2Q",0.018668341432786
"SVbmyfioykMujIr4GZ0ziA",0.01860360014589
"vSUWVBPAWFtZT88ff4TEww",0.0185982644449097
"bb1B0Af68Fbv4TB0zfQf6w",0.0184620854407144
"8PsQqhrAH5uqJ7HODOmXYg",0.0184268003376879
"vTANBsj-8U-I-He1GfdNyw",0.0183912632110101
"jVWA7we9AfBG_lmj-Q4b4w",0.018338280748194
"AlxZVcq_DOobj6RwTejrXg",0.0183371451257391
"82pWLAlsrdpKu8tVS2yJKw",0.018090506609764
"SLQAYnOvnqsociD21KQOrw",0.0180792536496448
"ed6RnUHJJlyFnhJpuiHpKg",0.018002979716569
"G3EsKzy3i-CvrEDjZzTV0g",0.0179148709736795
"VfBlocjjBZUAjwuIup-QZA",0.0179054185640996
"nfNk9CUjpnKX_bwK_-bIeA",0.0178682542049234
"LnR1pj4nLEXNDSbY09Jnng",0.0178538299082845
"0L-d_BgUto2XJnuncUEpnQ",0.0178204479536643
"sCnl_iuoOmxm5H9NFfclrg",0.0178047174567785
"8dttiora4SPWDowtQY4giw",0.0177482923682585
"8cNA6AcjsdfJAtDv39FLNg",0.0177198011044848
"qwayH4zK9h9iC5HyUJt_PQ",0.0177136046596677
"aYt9gp9i73-RCJFy7FnhBg",0.0176504858604707
"m_vaBvaZ8sKgLzDOO67nXg",0.0176276186105224
"64HmJyT8J5KGpT8tBhh3jQ",0.0175078836657901
"4xqn5hGqXKcU7_pY5lKYOQ",0.0175066342399777
"jEl3EMDpkGTaPz-eRA8mgw",0.0174990246334093
"3xdV-7di_YD3MVqs3Pa7-g",0.0174337691639104
"5QbhinIYn9IcoQwEzqKH6g",0.0174173222303858
"F6dSpfz4w-BoYARFnNcFkw",0.0173443167522139
"LE5yuBdBkTDMTbXkVQbfaw",0.017295660482985
"J8_2GhG7Y6FjZUCnIhEjdw",0.0172854855513224
"33HGPPn76nwLDYdAp2zUkw",0.0172650415340511
"69JkeoS2eX-km9aumK0d4w",0.0172062752427335
"jUeutekCBjAUw6tFiOVTeA",0.0171931029322977
"pGJz6i4sg_upGgnT7sLzsA",0.0171880394430772
"gX-yJJB72zfuzJC_27IwPg",0.0171561426509631
"Gfke1AcTzc2nlVi1rftrTw",0.0170119874102845
"7LnQx6Wzi-omWMYodmrEGQ",0.017004956539085
"EwuvZCcVHkICgTbqCEjikA",0.0169816518152729
"yBpHUFwzmWtBlFEFQ0-3jA",0.0168839369468413
"jSmkZ87M4Ivv7aw_ytOuHw",0.0168760695547073
"-mOOxacLlVpWOmIq9lvJHw",0.0168664406223121
"rg1-6A-8SKXGh_p-Abbyxg",0.0168653593250325
"47_9VH3BVhJpyFtOdiCUfQ",0.0167932603461392
"BCr9sVNxGOSgpiCFQ5y4AA",0.0167896319544213
"D8oLo27PovnooXmoG7ttiw",0.0167723605151067
"85vOUeWo9-bG8qQF0U1K3g",0.0167489692324532
"W33EBdIVWmr01_vBk1JjVA",0.0167029216453939
"rdJAWaAlUbXJfSEdUPKsCQ",0.0166956990617265
"N3zrgORGPLCnSlMRZTFbCA",0.0166788436572372
"fH6GxDUazIaEhz15TiFC9Q",0.0166049917207209
"tZ1FVdbAna3lUL5LGcAa_Q",0.016573185343708
"i0rx72IqWuGOyWadGjRLVg",0.0165016486584422
"85HH9yRM4G-9BCRtDf-94g",0.0163520009100091
"N32s_4NdIsmdnA6oy_t_TQ",0.0163177175111789
"izDwjiWv9aJG0viohumDyg",0.0162190296470721
"NU3ATvxbS_w_9SRQHVzqDg",0.0161721179130228
"YTPD42EQMCemPmFFR3i_wg",0.0161478113748657
"nt1XC82nR3VSNvTKGX--cg",0.016079854066137
"uq_cgrcgLzDN6NbVWXHHgw",0.0160572775301831
"Z4VFRu_1W4VTQdHi3vBsgg",0.0160249081997684
"uy8jqFcLAA-dve66REHmRg",0.0160057383028046
"YFw2Q9un9yGM6ZJuPUgu1Q",0.0159973510216398
"cCXnlr4CrhY8DyrblmG_Sg",0.0159807840437449
"e8kqqWU9247Nn5VAF5sDkQ",0.0158616790766432
"R_D1Yg54sRfkGWxgFkel2Q",0.0158324476212343
"pLm_fB5wxWG06pYRsybNvw",0.0157266411902643
"nNHtbAidxEUNBGwTvFLb7Q",0.0157094150792466
"IbjylFxjJe68Y9wPdEXjHw",0.0156338760828341
"ytA7CC_Tma_QFiDABLzY2Q",0.0155348164426401
"MSePTzl6B8boCt2I3hgkMA",0.015492491505776
"sFjwAQgVH7bGxb7_Jaf_jw",0.0154444115342
"Icg2QO-uIaCP23ldXUHTRA",0.0154355583027962
"qQFV4oWaOCSHNLEu07tjMw",0.0154257842654696
"wJvAcVrk069r8emMbIvcjg",0.0154174375177088
"TQJgBjbwr222OBcYpaxoxw",0.0154073971124533
"rt_ILnt00CGWeleTr4CxlA",0.0153954257486214
"uAv2nIoLVQYYdeXHo5X9FQ",0.0153638388206006
"BLTrjqOHhtg6yYk8ObeAxQ",0.0153236975348234
"7SJXX608qc0-Zgqsqh5aPg",0.0152700891753715
"YbqNbrnOEk2T0qIBbTivuQ",0.015255055811992
"_0LwsuDU1lG2lwFBrCgzCA",0.0151814144407431
"eyTE5hIelyYDjFuHFIRCIQ",0.015098230760631
"HK8rS73FGd_YA2oIRFKH3Q",0.0150848753299452
"QNTxVarc6-c93ICqHEC_-g",0.01503876504418
"2dz6psLH_yvejmYaiq0_HA",0.014997485439954
"Yg72nmS4epd8gyaXKn2o4A",0.0149760736528778
"-9BeUZZ1Jph1pD5qpax21g",0.0149461524070845
"WGi8SoROA3J1OeVwIurmHw",0.0149323699891707
"qz_F5_jX6JKV-p0e2ug7Jg",0.0148671783332649
"_JBu9v82faHK8WiSp-DW1w",0.0148396947183007
"3oL6dqvLAeIGR4ZkDrZwBQ",0.0148379341205594
"wfkuFh39uIaXIDCpkUJV2A",0.0147686573526995
"Rif-8iyIzXVlO5Adi5gDZA",0.0147606636640273
"iwlQSkEIepI9dWQqfhWw_g",0.0147307826681737
"gXkv-2CPQFs1iggbftTl_g",0.0147122058934118
"_Qmbgb_43PtHyA2cN8YZ2A",0.0147038405881387
"3-2yz7oIwZVMl5JNZSqLXw",0.0146988149168291
"ybDCYlkelIAh5GXaliL7Qg",0.0146451866535795
"OV91RX6EY38JP5U9ILeEpA",0.0146369783824779
"OaggbPxcgYMqOwLYn7GtBQ",0.0144960826204899
"JkY4UiIaYORu0Dqsxrfzjg",0.0144928022517558
"5pDcg4TpMSyP7Is50LBFoA",0.0144920081971598
"biWA-nwoxyYcHMvARR-fQQ",0.0144102051196571
"33Yx4cpIPS32Bbvm2Aeo0g",0.0143979123066735
"QVesm87d7Ibbe7qKTSRpow",0.014321218262577
"0RIAwEggED60mK3mDSTr-Q",0.0142533757863218
"DWpHuxLVW6tVldtMkzplQQ",0.0142350816311379
"jawWFUtSkemeqmqAxnAvhQ",0.014170797908279
"_WLYW4vzknVRGiVJBUy8oQ",0.014062444372497
"JfdDA_B4J8WpRdpliWkdgw",0.0140468029954745
"1e3C5v3vz40fOwfx3wVmGQ",0.0140266748951893
